Time (s),x,y,z
51.858,0.01,-0.29,-0.19
51.862,0.04,-0.28,-0.21
51.866,0.07,-0.29,-0.18
51.905,0.07,-0.28,-0.19
51.906,0.09,-0.29,-0.15
51.908,0.12,-0.29,-0.13
51.909,0.16,-0.32,-0.13
51.91,0.17,-0.32,-0.12
51.911,0.19,-0.31,-0.13
51.913,0.2,-0.3,-0.13
51.914,0.21,-0.28,-0.15
51.915,0.22,-0.27,-0.17
51.916,0.24,-0.24,-0.2
51.926,0.26,-0.24,-0.22
51.928,0.27,-0.23,-0.26
51.933,0.31,-0.22,-0.26
51.944,0.35,-0.23,-0.26
51.945,0.38,-0.24,-0.28
51.947,0.43,-0.25,-0.27
51.951,0.5,-0.26,-0.3
51.962,0.52,-0.28,-0.28
51.964,0.48,-0.31,-0.22
51.966,0.41,-0.3,-0.1
52.01,0.31,-0.25,0.01
52.012,0.17,-0.22,-0.04
52.014,0.07,-0.23,-0.06
52.016,0,-0.27,-0.01
52.017,-0.07,-0.35,0.06
52.019,-0.14,-0.52,0.16
52.023,-0.23,-0.75,0.33
52.025,-0.38,-1.04,0.66
52.027,-0.6,-1.39,1.23
52.028,-1.03,-2,2
52.03,-2,-2,2
52.032,-2,-2,2
52.034,-2,-2,1.92
52.036,-2,-2,0.48
52.047,-2,-2,-0.61
52.049,-2,-2,-0.54
52.051,-2,-2,0.3
52.062,-1.98,-1.81,1.02
52.064,-1.24,-1.31,1.15
52.066,-0.81,-0.93,0.92
52.115,-0.56,-0.58,0.59
52.117,-0.34,-0.27,0.35
52.118,-0.13,-0.06,0.33
52.119,0.02,0.06,0.31
52.121,0.17,0.13,0.3
52.123,0.33,0.1,0.32
52.125,0.5,0.03,0.37
52.126,0.64,-0.18,0.4
52.128,0.8,-0.45,0.37
52.129,0.87,-0.75,0.3
52.131,0.86,-1.01,0.07
52.133,0.77,-1.15,-0.19
52.135,0.62,-1.18,-0.44
52.136,0.51,-1.17,-0.51
52.145,0.45,-1.14,-0.47
52.147,0.48,-1.16,-0.41
52.148,0.5,-1.18,-0.36
52.158,0.48,-1.21,-0.24
52.159,0.48,-1.31,0.05
52.164,0.31,-1.55,0.15
52.207,-0.09,-1.77,-0.12
52.209,-0.55,-1.75,-0.41
52.21,-0.89,-1.7,-0.48
52.212,-1.26,-1.63,-0.3
52.213,-1.54,-1.5,0.04
52.214,-1.68,-1.24,0.37
52.216,-1.6,-1.01,0.45
52.217,-1.31,-0.91,0.25
52.218,-0.99,-0.92,0.03
52.22,-0.78,-0.89,-0.1
52.221,-0.62,-0.84,-0.18
52.227,-0.48,-0.81,-0.2
52.229,-0.39,-0.77,-0.2
52.233,-0.28,-0.78,-0.21
52.241,-0.19,-0.82,-0.23
52.243,-0.1,-0.85,-0.29
52.247,-0.05,-0.9,-0.33
52.255,0,-0.95,-0.32
52.258,0.05,-1.02,-0.33
52.263,0.07,-1.11,-0.34
52.267,0.09,-1.2,-0.37
52.311,0.11,-1.26,-0.44
52.314,0.13,-1.32,-0.49
52.316,0.11,-1.37,-0.51
52.318,0.12,-1.4,-0.5
52.32,0.07,-1.36,-0.45
52.322,0.01,-1.29,-0.4
52.324,-0.06,-1.23,-0.37
52.326,-0.12,-1.17,-0.35
52.328,-0.18,-1.12,-0.3
52.33,-0.24,-1.09,-0.29
52.332,-0.31,-1.07,-0.24
52.334,-0.39,-1.06,-0.22
52.335,-0.46,-1.07,-0.2
52.337,-0.54,-1.06,-0.2
52.348,-0.61,-1.04,-0.17
52.35,-0.67,-1.02,-0.16
52.352,-0.72,-0.96,-0.13
52.364,-0.76,-0.88,-0.1
52.366,-0.78,-0.79,-0.06
52.368,-0.78,-0.72,-0.03
52.406,-0.76,-0.66,0.02
52.408,-0.71,-0.62,0.08
52.41,-0.64,-0.6,0.13
52.411,-0.56,-0.61,0.14
52.413,-0.47,-0.64,0.14
52.414,-0.38,-0.65,0.11
52.415,-0.3,-0.69,0.09
52.417,-0.23,-0.71,0.06
52.418,-0.18,-0.72,0.07
52.42,-0.16,-0.72,0.05
52.421,-0.14,-0.72,0.06
52.432,-0.14,-0.73,0.09
52.434,-0.13,-0.75,0.07
52.436,-0.13,-0.78,0.09
52.446,-0.14,-0.8,0.05
52.448,-0.16,-0.82,0.01
52.45,-0.19,-0.81,-0.01
52.486,-0.23,-0.79,-0.07
52.488,-0.28,-0.78,-0.14
52.49,-0.32,-0.75,-0.19
52.491,-0.35,-0.71,-0.22
52.493,-0.39,-0.69,-0.24
52.494,-0.43,-0.66,-0.25
52.495,-0.48,-0.62,-0.24
52.497,-0.51,-0.58,-0.23
52.498,-0.51,-0.57,-0.24
52.499,-0.49,-0.53,-0.2
52.508,-0.47,-0.5,-0.19
52.509,-0.5,-0.5,-0.16
52.515,-0.51,-0.5,-0.11
52.529,-0.54,-0.52,-0.09
52.532,-0.59,-0.57,-0.06
52.534,-0.64,-0.61,-0.02
52.537,-0.67,-0.7,0
52.545,-0.71,-0.76,0.01
52.546,-0.72,-0.83,0.04
52.549,-0.73,-0.87,0.07
52.559,-0.72,-0.91,0.06
52.561,-0.71,-0.93,0.09
52.564,-0.71,-0.93,0.11
52.615,-0.73,-0.94,0.11
52.618,-0.74,-0.94,0.15
52.62,-0.75,-0.96,0.18
52.622,-0.77,-0.97,0.19
52.624,-0.79,-1.01,0.24
52.626,-0.82,-1.04,0.24
52.628,-0.83,-1.07,0.27
52.63,-0.82,-1.05,0.26
52.632,-0.81,-1.04,0.22
52.635,-0.8,-1,0.19
52.637,-0.8,-0.97,0.1
52.639,-0.82,-0.96,0.06
52.642,-0.85,-0.96,0
52.644,-0.86,-0.97,-0.07
52.646,-0.87,-1.01,-0.09
52.647,-0.86,-1.05,-0.16
52.649,-0.85,-1.11,-0.18
52.66,-0.85,-1.13,-0.21
52.661,-0.87,-1.15,-0.2
52.663,-0.9,-1.14,-0.22
52.668,-0.96,-1.12,-0.21
52.676,-1.03,-1.08,-0.24
52.678,-1.1,-1.03,-0.23
52.684,-1.19,-0.95,-0.21
52.727,-1.27,-0.88,-0.2
52.729,-1.32,-0.83,-0.17
52.731,-1.36,-0.8,-0.14
52.736,-1.34,-0.78,-0.07
52.737,-1.3,-0.76,0.04
52.74,-1.23,-0.76,0.18
52.741,-1.14,-0.77,0.33
52.743,-1.04,-0.81,0.51
52.745,-0.95,-0.87,0.67
52.746,-0.86,-0.94,0.85
52.748,-0.79,-1.03,0.95
52.75,-0.72,-1.11,1.05
52.752,-0.67,-1.21,0.98
52.754,-0.68,-1.24,0.8
52.761,-0.74,-1.29,0.61
52.763,-0.83,-1.33,0.46
52.776,-0.91,-1.38,0.4
52.778,-0.94,-1.44,0.39
52.779,-0.89,-1.55,0.38
52.781,-0.75,-1.65,0.33
52.825,-0.57,-1.67,0.12
52.827,-0.46,-1.67,-0.14
52.828,-0.36,-1.7,-0.4
52.83,-0.34,-1.74,-0.64
52.832,-0.3,-1.81,-0.87
52.834,-0.27,-1.89,-1.08
52.836,-0.21,-1.98,-1.22
52.837,-0.15,-2,-1.24
52.838,-0.09,-2,-1.13
52.839,-0.04,-2,-0.9
52.841,0.03,-2,-0.55
52.842,0.09,-2,-0.02
52.851,0.07,-2,0.54
52.853,-0.11,-1.89,0.8
52.855,-0.29,-1.62,0.87
52.861,-0.39,-1.38,0.8
52.866,-0.39,-1.25,0.66
52.875,-0.31,-1.15,0.46
52.877,-0.23,-1.06,0.25
52.881,-0.24,-0.95,0.08
52.923,-0.27,-0.84,-0.08
52.925,-0.3,-0.8,-0.22
52.926,-0.36,-0.74,-0.28
52.927,-0.39,-0.7,-0.32
52.929,-0.47,-0.67,-0.3
52.93,-0.54,-0.65,-0.25
52.931,-0.6,-0.63,-0.18
52.932,-0.65,-0.6,-0.12
52.934,-0.67,-0.58,-0.04
52.935,-0.67,-0.55,-0.02
52.936,-0.64,-0.52,0.02
52.944,-0.59,-0.52,0
52.946,-0.5,-0.52,-0.01
52.956,-0.39,-0.55,-0.09
52.958,-0.28,-0.57,-0.14
52.959,-0.23,-0.56,-0.16
52.965,-0.19,-0.55,-0.16
53.004,-0.15,-0.52,-0.15
53.006,-0.12,-0.47,-0.15
53.008,-0.11,-0.44,-0.15
53.01,-0.08,-0.38,-0.16
53.011,-0.06,-0.36,-0.14
53.013,-0.05,-0.34,-0.15
53.014,-0.03,-0.32,-0.14
53.015,-0.02,-0.32,-0.15
53.017,0,-0.33,-0.15
53.018,0.02,-0.33,-0.15
53.019,0.03,-0.34,-0.14
53.029,0.04,-0.35,-0.13
53.03,0.07,-0.36,-0.13
53.039,0.11,-0.37,-0.14
53.041,0.11,-0.36,-0.15
53.046,0.13,-0.36,-0.16
53.049,0.14,-0.36,-0.18
53.056,0.14,-0.37,-0.19
53.059,0.15,-0.36,-0.21
53.063,0.15,-0.35,-0.22
53.107,0.17,-0.34,-0.25
53.109,0.2,-0.33,-0.28
53.111,0.23,-0.32,-0.26
53.112,0.26,-0.31,-0.25
53.114,0.31,-0.31,-0.21
53.116,0.36,-0.32,-0.19
53.118,0.43,-0.32,-0.2
53.12,0.5,-0.34,-0.28
53.121,0.47,-0.33,-0.17
53.124,0.39,-0.31,-0.06
53.125,0.32,-0.29,-0.05
53.126,0.24,-0.29,0.01
53.127,0.14,-0.36,0.01
53.136,0.06,-0.45,0.04
53.138,-0.03,-0.6,0.08
53.143,-0.15,-0.81,0.17
53.148,-0.32,-1.04,0.43
53.157,-0.52,-1.3,0.87
53.158,-0.83,-1.65,1.58
53.163,-1.4,-2,2
53.206,-2,-2,2
53.208,-2,-2,2
53.21,-2,-2,1.38
53.213,-2,-2,0.63
53.214,-2,-2,-0.05
53.216,-2,-2,-0.02
53.218,-2,-2,0.5
53.219,-1.63,-1.44,0.84
53.221,-1.07,-1.03,0.9
53.223,-0.74,-0.67,0.71
53.227,-0.53,-0.34,0.52
53.228,-0.31,-0.11,0.39
53.229,-0.14,0.01,0.35
53.232,0.02,0.03,0.31
53.241,0.15,0.01,0.27
53.244,0.3,-0.09,0.29
53.247,0.43,-0.29,0.3
53.259,0.53,-0.57,0.26
53.261,0.58,-0.82,0.09
53.264,0.56,-1.01,-0.16
53.31,0.5,-1.08,-0.42
53.312,0.43,-1.09,-0.6
53.314,0.35,-1.08,-0.69
53.316,0.32,-1.15,-0.75
53.319,0.32,-1.23,-0.89
53.321,0.32,-1.38,-0.96
53.323,0.31,-1.55,-0.94
53.324,0.29,-1.67,-0.8
53.326,0.19,-1.78,-0.45
53.327,-0.24,-1.82,0.19
53.328,-0.87,-1.8,0.69
53.33,-1.19,-1.68,0.88
53.331,-1.4,-1.48,1.11
53.332,-1.51,-1.23,1.23
53.342,-1.31,-0.99,0.88
53.343,-0.97,-0.82,0.41
53.345,-0.63,-0.75,0.05
53.356,-0.4,-0.71,-0.18
53.358,-0.26,-0.69,-0.3
53.359,-0.15,-0.67,-0.34
53.364,-0.08,-0.67,-0.32
53.411,-0.01,-0.7,-0.32
53.413,0.02,-0.73,-0.32
53.414,0.03,-0.78,-0.34
53.416,0.05,-0.8,-0.38
53.418,0.05,-0.85,-0.41
53.42,0.07,-0.89,-0.41
53.421,0.07,-0.95,-0.42
53.423,0.08,-1.05,-0.42
53.425,0.08,-1.19,-0.43
53.426,0.08,-1.33,-0.45
53.428,0.06,-1.45,-0.48
53.43,0.02,-1.56,-0.5
53.432,-0.04,-1.61,-0.49
53.434,-0.12,-1.57,-0.45
53.442,-0.19,-1.47,-0.42
53.444,-0.27,-1.35,-0.38
53.448,-0.33,-1.22,-0.35
53.459,-0.36,-1.13,-0.33
53.46,-0.42,-1.08,-0.34
53.464,-0.47,-1.02,-0.33
53.516,-0.56,-1.01,-0.33
53.517,-0.64,-1,-0.32
53.523,-0.71,-0.97,-0.29
53.525,-0.81,-0.92,-0.25
53.527,-0.87,-0.84,-0.2
53.528,-0.91,-0.76,-0.14
53.53,-0.92,-0.68,-0.07
53.532,-0.89,-0.61,0.01
53.534,-0.82,-0.56,0.09
53.553,-0.73,-0.56,0.17
53.558,-0.62,-0.57,0.21
53.56,-0.52,-0.6,0.21
53.561,-0.44,-0.64,0.21
53.57,-0.34,-0.7,0.22
53.574,-0.28,-0.73,0.2
53.575,-0.24,-0.75,0.17
53.578,-0.21,-0.76,0.14
53.58,-0.19,-0.78,0.1
53.582,-0.19,-0.79,0.07
53.584,-0.18,-0.81,0.04
53.586,-0.17,-0.83,0.02
53.587,-0.16,-0.86,-0.03
53.589,-0.19,-0.87,-0.04
53.591,-0.2,-0.88,-0.05
53.593,-0.21,-0.88,-0.08
53.595,-0.24,-0.87,-0.09
53.618,-0.25,-0.84,-0.1
53.619,-0.28,-0.81,-0.11
53.62,-0.32,-0.78,-0.13
53.622,-0.35,-0.75,-0.12
53.623,-0.38,-0.72,-0.11
53.624,-0.41,-0.68,-0.08
53.627,-0.44,-0.63,-0.04
53.632,-0.43,-0.59,-0.04
53.643,-0.42,-0.55,-0.02
53.645,-0.41,-0.53,0.01
53.647,-0.39,-0.51,0.06
53.691,-0.39,-0.51,0.06
53.692,-0.38,-0.52,0.1
53.694,-0.38,-0.55,0.08
53.695,-0.39,-0.6,0.07
53.696,-0.41,-0.66,0.07
53.698,-0.44,-0.71,0.03
53.7,-0.47,-0.75,0.01
53.701,-0.52,-0.81,-0.04
53.703,-0.55,-0.84,-0.07
53.704,-0.58,-0.88,-0.11
53.705,-0.6,-0.92,-0.11
53.707,-0.64,-0.96,-0.13
53.741,-0.69,-0.99,-0.12
53.743,-0.72,-1.01,-0.1
53.744,-0.77,-1.04,-0.09
53.746,-0.81,-1.06,-0.05
53.747,-0.84,-1.06,0
53.75,-0.88,-1.07,0.05
53.753,-0.93,-1.05,0.1
53.755,-0.97,-1.03,0.14
53.756,-1,-1,0.16
53.758,-1.02,-0.97,0.17
53.77,-1.05,-0.94,0.18
53.773,-1.05,-0.93,0.18
53.774,-1.04,-0.96,0.17
53.776,-1.03,-1,0.13
53.781,-1.01,-1.04,0.11
53.792,-0.99,-1.07,0.08
53.794,-1,-1.08,0.1
53.798,-1.02,-1.09,0.1
53.801,-1.06,-1.07,0.09
53.845,-1.12,-1.05,0.07
53.847,-1.2,-1.01,0.05
53.848,-1.28,-1,0.01
53.85,-1.35,-0.97,0.01
53.851,-1.39,-0.95,0.02
53.852,-1.38,-0.89,0.03
53.854,-1.34,-0.82,0.08
53.855,-1.27,-0.79,0.14
53.856,-1.17,-0.76,0.2
53.857,-1.09,-0.79,0.3
53.859,-1.01,-0.83,0.37
53.86,-0.92,-0.89,0.44
53.869,-0.84,-0.96,0.49
53.871,-0.77,-1.02,0.5
53.874,-0.77,-1.09,0.5
53.879,-0.82,-1.17,0.48
53.915,-0.85,-1.31,0.49
53.917,-0.85,-1.47,0.55
53.918,-0.78,-1.63,0.65
53.92,-0.69,-1.8,0.71
53.921,-0.6,-1.91,0.67
53.923,-0.49,-1.94,0.41
53.924,-0.38,-1.95,0.1
53.926,-0.3,-1.97,-0.18
53.927,-0.26,-2,-0.45
53.929,-0.21,-2,-0.78
53.94,-0.18,-2,-1.04
53.942,-0.12,-2,-1.2
53.944,-0.07,-2,-1.25
53.947,-0.02,-2,-1.18
53.958,0.03,-2,-0.98
53.961,0.1,-2,-0.58
53.963,0.17,-2,-0.04
53.979,0.22,-2,0.49
53.983,0.01,-1.76,0.78
53.985,-0.2,-1.53,0.85
53.987,-0.34,-1.35,0.87
53.988,-0.37,-1.23,0.76
54.034,-0.33,-1.11,0.56
54.035,-0.32,-0.99,0.38
54.037,-0.33,-0.9,0.22
54.038,-0.36,-0.82,0.06
54.04,-0.38,-0.78,-0.05
54.041,-0.41,-0.75,-0.13
54.043,-0.48,-0.72,-0.22
54.044,-0.56,-0.71,-0.23
54.046,-0.65,-0.68,-0.22
54.049,-0.71,-0.68,-0.19
54.05,-0.73,-0.66,-0.17
54.052,-0.73,-0.62,-0.15
54.053,-0.71,-0.58,-0.09
54.063,-0.65,-0.56,-0.06
54.065,-0.55,-0.58,-0.07
54.074,-0.44,-0.59,-0.09
54.075,-0.34,-0.61,-0.13
54.077,-0.27,-0.6,-0.16
54.117,-0.23,-0.58,-0.2
54.119,-0.17,-0.55,-0.2
54.12,-0.13,-0.49,-0.21
54.121,-0.12,-0.45,-0.22
54.123,-0.1,-0.41,-0.24
54.124,-0.08,-0.36,-0.23
54.125,-0.05,-0.33,-0.21
54.126,-0.02,-0.31,-0.21
54.128,0,-0.29,-0.22
54.129,0.02,-0.29,-0.21
54.131,0.04,-0.28,-0.18
54.157,0.06,-0.27,-0.17
54.158,0.09,-0.28,-0.18
54.16,0.11,-0.28,-0.15
54.162,0.1,-0.27,-0.13
54.164,0.13,-0.27,-0.13
54.166,0.16,-0.27,-0.15
54.168,0.18,-0.26,-0.16
54.178,0.19,-0.28,-0.17
54.18,0.2,-0.27,-0.17
54.183,0.2,-0.27,-0.2
54.222,0.2,-0.26,-0.2
54.224,0.22,-0.25,-0.23
54.225,0.23,-0.25,-0.27
54.226,0.25,-0.24,-0.27
54.228,0.3,-0.24,-0.26
54.229,0.33,-0.25,-0.21
54.231,0.39,-0.22,-0.16
54.233,0.47,-0.24,-0.2
54.234,0.57,-0.28,-0.21
54.235,0.45,-0.29,-0.02
54.236,0.38,-0.29,0.01
54.244,0.25,-0.27,0.05
54.246,0.1,-0.31,-0.04
54.255,0,-0.37,-0.03
54.256,-0.09,-0.5,0.03
54.259,-0.21,-0.65,0.06
54.264,-0.34,-0.85,0.13
54.272,-0.54,-1.13,0.37
54.274,-0.8,-1.45,0.78
54.279,-1.19,-1.88,1.52
54.32,-1.93,-2,2
54.322,-2,-2,2
54.323,-2,-2,2
54.325,-2,-2,1.53
54.326,-2,-2,0.56
54.328,-2,-2,0.16
54.329,-2,-2,0.54
54.33,-1.68,-1.79,0.99
54.332,-1.1,-1.26,1.15
54.334,-0.73,-0.88,0.96
54.335,-0.52,-0.58,0.61
54.345,-0.33,-0.3,0.44
54.346,-0.17,-0.17,0.36
54.348,-0.04,-0.07,0.34
54.358,0.09,-0.05,0.34
54.36,0.21,-0.09,0.33
54.363,0.31,-0.16,0.36
54.375,0.46,-0.27,0.34
54.377,0.54,-0.39,0.25
54.378,0.6,-0.53,0.06
54.42,0.62,-0.59,-0.24
54.422,0.59,-0.58,-0.55
54.423,0.57,-0.53,-0.72
54.424,0.54,-0.51,-0.77
54.426,0.5,-0.52,-0.76
54.427,0.49,-0.57,-0.72
54.428,0.48,-0.66,-0.73
54.43,0.44,-0.77,-0.66
54.432,0.38,-0.94,-0.62
54.433,0.28,-1.23,-0.5
54.435,0.13,-1.58,-0.25
54.445,-0.28,-2,0.2
54.447,-1.07,-2,0.39
54.448,-1.54,-2,0.33
54.459,-1.83,-2,0.26
54.461,-2,-2,0.48
54.463,-2,-1.99,0.77
54.474,-1.79,-1.52,0.72
54.476,-1.36,-1.13,0.5
54.478,-0.94,-0.81,0.31
54.52,-0.62,-0.57,0.15
54.521,-0.38,-0.46,-0.01
54.523,-0.22,-0.42,-0.12
54.524,-0.09,-0.46,-0.22
54.526,0.04,-0.53,-0.28
54.527,0.1,-0.6,-0.33
54.529,0.15,-0.65,-0.39
54.532,0.19,-0.7,-0.44
54.533,0.21,-0.76,-0.51
54.535,0.21,-0.8,-0.54
54.537,0.25,-0.87,-0.55
54.538,0.27,-0.96,-0.57
54.548,0.29,-1.05,-0.56
54.55,0.3,-1.14,-0.57
54.552,0.31,-1.22,-0.61
54.556,0.29,-1.34,-0.61
54.561,0.25,-1.42,-0.54
54.574,0.16,-1.5,-0.42
54.576,0.07,-1.5,-0.35
54.577,-0.04,-1.5,-0.26
54.589,-0.12,-1.46,-0.21
54.592,-0.21,-1.41,-0.19
54.594,-0.28,-1.37,-0.18
54.595,-0.36,-1.34,-0.18
54.64,-0.42,-1.3,-0.16
54.642,-0.51,-1.26,-0.16
54.645,-0.58,-1.21,-0.19
54.646,-0.65,-1.14,-0.2
54.648,-0.74,-1.05,-0.19
54.65,-0.81,-0.94,-0.18
54.651,-0.87,-0.83,-0.13
54.653,-0.91,-0.74,-0.08
54.654,-0.93,-0.64,-0.01
54.656,-0.9,-0.57,0.04
54.657,-0.86,-0.5,0.09
54.659,-0.78,-0.48,0.13
54.66,-0.69,-0.48,0.16
54.668,-0.6,-0.5,0.18
54.669,-0.5,-0.52,0.16
54.674,-0.42,-0.54,0.11
54.679,-0.34,-0.56,0.07
54.689,-0.29,-0.6,0.01
54.69,-0.26,-0.65,-0.03
54.694,-0.24,-0.71,-0.06
54.736,-0.24,-0.76,-0.08
54.738,-0.24,-0.82,-0.11
54.74,-0.24,-0.86,-0.12
54.741,-0.24,-0.89,-0.1
54.743,-0.25,-0.9,-0.11
54.745,-0.26,-0.88,-0.11
54.746,-0.27,-0.86,-0.11
54.749,-0.28,-0.82,-0.11
54.75,-0.29,-0.79,-0.15
54.752,-0.31,-0.74,-0.12
54.754,-0.31,-0.7,-0.11
54.755,-0.33,-0.67,-0.08
54.763,-0.35,-0.64,-0.05
54.765,-0.38,-0.61,-0.03
54.768,-0.37,-0.59,0.01
54.773,-0.38,-0.56,0.03
54.778,-0.38,-0.56,0.05
54.788,-0.38,-0.55,0.05
54.789,-0.39,-0.57,0.08
54.793,-0.41,-0.59,0.07
54.839,-0.44,-0.62,0.07
54.841,-0.45,-0.65,0.03
54.843,-0.49,-0.71,0.03
54.845,-0.54,-0.74,-0.01
54.847,-0.57,-0.76,-0.02
54.849,-0.61,-0.79,-0.05
54.851,-0.63,-0.81,-0.06
54.853,-0.67,-0.84,-0.07
54.855,-0.7,-0.86,-0.07
54.857,-0.74,-0.9,-0.05
54.858,-0.79,-0.93,-0.05
54.86,-0.83,-0.96,-0.06
54.862,-0.86,-1,-0.04
54.864,-0.89,-1.01,-0.02
54.874,-0.91,-1.02,-0.02
54.875,-0.94,-1.01,-0.01
54.876,-0.97,-0.99,0.02
54.888,-1.01,-0.95,0
54.891,-1.04,-0.92,0.01
54.893,-1.06,-0.9,0.01
54.896,-1.04,-0.89,0.04
54.946,-1.01,-0.93,0.05
54.948,-0.99,-0.99,0.06
54.949,-0.96,-1.07,0.08
54.951,-0.94,-1.13,0.12
54.952,-0.95,-1.17,0.13
54.954,-0.99,-1.18,0.15
54.955,-1.04,-1.15,0.15
54.956,-1.1,-1.11,0.15
54.958,-1.17,-1.04,0.12
54.959,-1.23,-0.98,0.09
54.961,-1.28,-0.92,0.05
54.962,-1.31,-0.88,0.01
54.964,-1.34,-0.85,-0.03
54.973,-1.33,-0.83,-0.04
54.976,-1.27,-0.81,0.01
54.977,-1.21,-0.81,0.05
54.991,-1.13,-0.81,0.1
54.993,-1.06,-0.85,0.17
54.995,-1,-0.91,0.26
54.997,-0.96,-1.02,0.37
55.034,-0.93,-1.1,0.46
55.037,-0.92,-1.16,0.53
55.04,-0.91,-1.2,0.58
55.041,-0.92,-1.24,0.64
55.043,-0.92,-1.28,0.66
55.045,-0.9,-1.34,0.67
55.048,-0.83,-1.42,0.64
55.05,-0.74,-1.53,0.64
55.052,-0.63,-1.67,0.64
55.054,-0.52,-1.77,0.65
55.056,-0.4,-1.85,0.45
55.058,-0.31,-1.81,0.13
55.06,-0.25,-1.77,-0.2
55.07,-0.25,-1.74,-0.54
55.071,-0.25,-1.74,-0.82
55.074,-0.27,-1.75,-1.06
55.079,-0.24,-1.82,-1.25
55.09,-0.17,-1.85,-1.33
55.092,-0.11,-1.9,-1.31
55.094,-0.06,-1.96,-1.16
55.136,-0.01,-2,-0.94
55.137,0.04,-2,-0.53
55.139,0.14,-2,0.06
55.14,0.16,-1.99,0.6
55.141,-0.01,-1.81,0.89
55.143,-0.19,-1.61,0.99
55.144,-0.31,-1.4,0.91
55.145,-0.33,-1.25,0.78
55.147,-0.31,-1.16,0.59
55.148,-0.24,-1.08,0.39
55.15,-0.2,-1.01,0.19
55.159,-0.2,-0.94,0
55.161,-0.25,-0.85,-0.16
55.172,-0.29,-0.8,-0.24
55.174,-0.36,-0.77,-0.34
55.175,-0.45,-0.72,-0.36
55.178,-0.55,-0.68,-0.3
55.217,-0.62,-0.65,-0.22
55.218,-0.69,-0.61,-0.09
55.219,-0.75,-0.55,0.01
55.222,-0.74,-0.52,0.03
55.223,-0.69,-0.5,0.02
55.224,-0.62,-0.5,-0.03
55.226,-0.51,-0.48,-0.1
55.227,-0.39,-0.48,-0.12
55.228,-0.29,-0.5,-0.16
55.23,-0.2,-0.52,-0.2
55.244,-0.15,-0.5,-0.2
55.245,-0.11,-0.48,-0.18
55.247,-0.09,-0.45,-0.18
55.248,-0.06,-0.42,-0.15
55.258,-0.04,-0.39,-0.14
55.26,-0.02,-0.36,-0.13
55.262,-0.01,-0.34,-0.13
55.271,0.01,-0.34,-0.13
55.273,0.01,-0.34,-0.14
55.277,0.02,-0.35,-0.12
55.324,0.04,-0.37,-0.11
55.326,0.06,-0.36,-0.11
55.327,0.07,-0.37,-0.11
55.329,0.1,-0.36,-0.1
55.331,0.11,-0.38,-0.12
55.333,0.13,-0.37,-0.11
55.334,0.16,-0.36,-0.12
55.336,0.16,-0.36,-0.18
55.338,0.17,-0.36,-0.17
55.34,0.18,-0.35,-0.21
55.341,0.19,-0.35,-0.23
55.343,0.2,-0.33,-0.25
55.345,0.23,-0.31,-0.25
55.347,0.25,-0.29,-0.25
55.356,0.29,-0.28,-0.22
55.358,0.33,-0.28,-0.18
55.373,0.39,-0.29,-0.16
55.375,0.45,-0.29,-0.22
55.377,0.51,-0.32,-0.29
55.378,0.43,-0.3,-0.11
55.388,0.32,-0.29,-0.01
55.389,0.25,-0.28,0.01
55.391,0.15,-0.31,0.03
55.396,0.07,-0.36,0.06
55.441,-0.01,-0.45,0.12
55.446,-0.09,-0.58,0.2
55.451,-0.21,-0.77,0.36
55.453,-0.37,-0.99,0.65
55.455,-0.57,-1.28,1.27
55.457,-0.9,-1.71,2
55.458,-1.77,-2,2
55.462,-2,-2,2
55.464,-2,-2,1.43
55.473,-2,-2,0.7
55.476,-2,-2,0.35
55.477,-2,-2,-0.12
55.48,-2,-2,0.33
55.488,-2,-1.86,0.86
55.508,-1.52,-1.28,1.12
55.516,-1,-0.89,1.05
55.518,-0.72,-0.55,0.8
55.52,-0.5,-0.26,0.58
55.521,-0.3,-0.09,0.49
55.523,-0.16,-0.01,0.45
55.525,0,-0.01,0.39
55.526,0.14,-0.04,0.39
55.529,0.26,-0.16,0.35
55.53,0.33,-0.34,0.25
55.532,0.42,-0.52,0.01
55.533,0.45,-0.65,-0.26
55.535,0.47,-0.7,-0.52
55.536,0.46,-0.71,-0.73
55.554,0.44,-0.73,-0.75
55.556,0.43,-0.78,-0.8
55.557,0.46,-0.9,-0.84
55.559,0.46,-1.08,-0.94
55.561,0.44,-1.26,-0.98
55.574,0.38,-1.48,-0.9
55.576,0.31,-1.72,-0.69
55.577,0.14,-1.98,-0.21
55.579,-0.41,-2,0.36
55.617,-0.97,-2,0.65
55.619,-1.32,-2,0.79
55.621,-1.55,-1.91,1.08
55.622,-1.61,-1.5,1.22
55.624,-1.31,-1.2,0.82
55.626,-0.94,-1.01,0.43
55.627,-0.58,-0.9,0.1
55.629,-0.37,-0.84,-0.09
55.63,-0.18,-0.75,-0.31
55.632,-0.06,-0.67,-0.38
55.634,0,-0.61,-0.41
55.677,0.05,-0.61,-0.42
55.678,0.06,-0.65,-0.41
55.68,0.1,-0.68,-0.43
55.682,0.12,-0.73,-0.47
55.683,0.13,-0.77,-0.49
55.684,0.15,-0.82,-0.5
55.686,0.19,-0.91,-0.5
55.687,0.21,-1,-0.52
55.688,0.25,-1.12,-0.52
55.689,0.24,-1.23,-0.52
55.691,0.22,-1.32,-0.51
55.692,0.17,-1.41,-0.48
55.701,0.1,-1.47,-0.42
55.703,-0.01,-1.46,-0.33
